query,truth,response
Query: Select all options that are south of The State of Pennsylvania? You may choose one or more options. Options: a. Zipcode 18064 b. Zipcode 14819 c. Zipcode 14437 d. Zipcode 14855 e. None of the above,"b,c,d",e
Query: Select all options that are inside of Armstrong County Pennsylvania? You may choose one or more options. Options: a. Zipcode 15783 b. Zipcode 16236 c. Zipcode 15920 d. Zipcode 15756 e. None of the above,e,"a,b,c,d"
Query: Select all options that are adjacent to and east of Gallatin County Kentucky? You may choose one or more options. Options: a. Zipcode 41008 b. Zipcode 41046 c. Owen County Kentucky d. Zipcode 41086 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of Beaver County Pennsylvania? You may choose one or more options. Options: a. Zipcode 15108 b. Zipcode 15056 c. Zipcode 44445 d. Zipcode 15046 e. None of the above,"a,b,d",e
Query: Select all options that are inside of Shackelford County Texas? You may choose one or more options. Options: a. Zipcode 79533 b. Haskell County Texas c. Zipcode 76437 d. The State of Texas e. None of the above,d,"a,d,e"
Query: Select all options that are adjacent to and southeast of The State of New Mexico? You may choose one or more options. Options: a. Zipcode 88414 b. Zipcode 86514 c. Zipcode 85534 d. Zipcode 88056 e. None of the above,b,e
Query: Select all options that are adjacent to and southwest of The State of Georgia? You may choose one or more options. Options: a. Zipcode 29845 b. Zipcode 29860 c. Zipcode 29655 d. Zipcode 29821 e. None of the above,"a,b,c,d",e
Query: Select all options that are adjacent to and southeast of Zipcode 93446? You may choose one or more options. Options: a. Zipcode 93453 b. Zipcode 93422 c. Zipcode 93465 d. Zipcode 93428 e. None of the above,e,"a,c"
Query: Select all options that are adjacent to and east of Union County Ohio? You may choose one or more options. Options: a. Zipcode 43358 b. Logan County Ohio c. Champaign County Ohio d. Zipcode 43065 e. None of the above,"b,c",e
Query: Select all options that are adjacent to and south of Zipcode 12121? You may choose one or more options. Options: a. Zipcode 12188 b. Zipcode 12185 c. Zipcode 12065 d. Zipcode 12047 e. None of the above,e,e
Query: Select all options that are north of The State of Kentucky? You may choose one or more options. Options: a. Zipcode 47597 b. Zipcode 62476 c. Zipcode 47610 d. Zipcode 62974 e. None of the above,e,e
Query: Select all options that are adjacent to and east of Zipcode 70706? You may choose one or more options. Options: a. Zipcode 70722 b. Zipcode 70453 c. Zipcode 70770 d. Zipcode 70739 e. None of the above,d,"d,e"
Query: Select all options that are adjacent to and southwest of Zipcode 14482? You may choose one or more options. Options: a. Zipcode 14054 b. Zipcode 14423 c. Zipcode 14428 d. Zipcode 14143 e. None of the above,c,e
Query: Select all options that are west of The State of California? You may choose one or more options. Options: a. Zipcode 95721 b. Zipcode 89048 c. Zipcode 94613 d. Zipcode 90740 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Zipcode 06897? You may choose one or more options. Options: a. Zipcode 06896 b. Zipcode 06883 c. Zipcode 06840 d. Zipcode 10590 e. None of the above,a,"a,b,c"
Query: Select all options that are adjacent to and south of Harding County South Dakota? You may choose one or more options. Options: a. Zipcode 57651 b. Bowman County North Dakota c. Zipcode 57760 d. Zipcode 57626 e. None of the above,b,e
Query: Select all options that are north of Fulton County Pennsylvania? You may choose one or more options. Options: a. Zipcode 21711 b. Zipcode 17251 c. Morgan County West Virginia d. Zipcode 25411 e. None of the above,"a,c,d",e
Query: Select all options that are adjacent to and southeast of Wilbarger County Texas? You may choose one or more options. Options: a. Zipcode 73521 b. Zipcode 76367 c. Zipcode 73542 d. Hardeman County Texas e. None of the above,d,e
Query: Select all options that are adjacent to and southwest of Zipcode 31036? You may choose one or more options. Options: a. Zipcode 31070 b. Zipcode 31014 c. Zipcode 31091 d. Zipcode 31023 e. None of the above,b,e
Query: Select all options that are west of Zipcode 26143? You may choose one or more options. Options: a. Zipcode 26169 b. Zipcode 26133 c. Zipcode 25275 d. Zipcode 26178 e. None of the above,d,"c,e"
Query: Select all options that are adjacent to and northwest of Zipcode 21620? You may choose one or more options. Options: a. Zipcode 21661 b. Zipcode 21645 c. Zipcode 21607 d. Zipcode 21635 e. None of the above,e,e
Query: Select all options that are north of Zipcode 69138? You may choose one or more options. Options: a. Zipcode 69171 b. Zipcode 69130 c. Zipcode 69039 d. Zipcode 69120 e. None of the above,e,e
Query: Select all options that intersect with Hartford County Connecticut? You may choose one or more options. Options: a. Zipcode 06120 b. Zipcode 06002 c. Zipcode 06438 d. Zipcode 06059 e. None of the above,e,"a,b,c,d"
Query: Select all options that are adjacent to and east of The State of Florida? You may choose one or more options. Options: a. Zipcode 32344 b. Zipcode 33405 c. Zipcode 33712 d. Zipcode 33634 e. None of the above,e,e
Query: Select all options that are east of Zipcode 17321? You may choose one or more options. Options: a. Zipcode 17322 b. Zipcode 21132 c. Zipcode 17363 d. Zipcode 17302 e. None of the above,c,e
Query: Select all options that are northeast of Tama County Iowa? You may choose one or more options. Options: a. Marshall County Iowa b. Zipcode 50078 c. Zipcode 50135 d. Zipcode 50141 e. None of the above,"b,c,d","a,e"
Query: Select all options that intersect with Brown County Kansas? You may choose one or more options. Options: a. Zipcode 66516 b. Holt County Missouri c. Zipcode 66532 d. Zipcode 66094 e. None of the above,"a,c,d",e
Query: Select all options that are adjacent to and west of Zipcode 41301? You may choose one or more options. Options: a. Zipcode 40312 b. Zipcode 41385 c. Zipcode 41366 d. Zipcode 40322 e. None of the above,e,e
Query: Select all options that are northwest of Zipcode 99503? You may choose one or more options. Options: a. Zipcode 99682 b. Zipcode 99557 c. Zipcode 99507 d. Zipcode 99518 e. None of the above,b,e
Query: Select all options that are southwest of Zipcode 65244? You may choose one or more options. Options: a. Zipcode 65257 b. Zipcode 65254 c. Zipcode 63558 d. Zipcode 65259 e. None of the above,e,e
Query: Select all options that are west of The State of Nebraska? You may choose one or more options. Options: a. Zipcode 69037 b. Zipcode 68822 c. Zipcode 68345 d. Zipcode 68108 e. None of the above,e,e
Query: Select all options that are adjacent to and south of Zipcode 15828? You may choose one or more options. Options: a. Zipcode 16239 b. Zipcode 15825 c. Zipcode 15860 d. Zipcode 16233 e. None of the above,a,"c,e"
Query: Select all options that are adjacent to and southeast of Zipcode 91206? You may choose one or more options. Options: a. Zipcode 90041 b. Zipcode 91103 c. Zipcode 91210 d. Zipcode 90039 e. None of the above,e,"b,c"
Query: Select all options that are adjacent to and east of The State of Maine? You may choose one or more options. Options: a. Zipcode 03570 b. Zipcode 04076 c. Zipcode 03592 d. Zipcode 03588 e. None of the above,"a,c,d",e
Query: Select all options that are adjacent to and north of Hall County Georgia? You may choose one or more options. Options: a. Zipcode 30507 b. Zipcode 30521 c. Barrow County Georgia d. Zipcode 30011 e. None of the above,c,"c,e"
Query: Select all options that are adjacent to and southwest of Yuma County Colorado? You may choose one or more options. Options: a. Zipcode 69023 b. The State of Nebraska c. Zipcode 80759 d. The State of Colorado e. None of the above,"a,b",e
Query: Select all options that are west of Cochise County Arizona? You may choose one or more options. Options: a. Zipcode 85602 b. Zipcode 85609 c. Zipcode 85611 d. Zipcode 88040 e. None of the above,d,e
Query: Select all options that are southeast of Zipcode 92584? You may choose one or more options. Options: a. Zipcode 92545 b. Zipcode 92596 c. Zipcode 92592 d. Zipcode 92570 e. None of the above,d,e
Query: Select all options that are adjacent to and southwest of Zipcode 44452? You may choose one or more options. Options: a. Zipcode 44406 b. Zipcode 44442 c. Zipcode 44408 d. Zipcode 44512 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of Zipcode 72554? You may choose one or more options. Options: a. Zipcode 65775 b. Zipcode 72482 c. Zipcode 72576 d. Zipcode 65778 e. None of the above,e,e
Query: Select all options that are adjacent to and northeast of Zipcode 43566? You may choose one or more options. Options: a. Zipcode 43551 b. Zipcode 43571 c. Zipcode 43558 d. Zipcode 43537 e. None of the above,e,"b,c"
Query: Select all options that are west of The State of Missouri? You may choose one or more options. Options: a. Zipcode 62988 b. Zipcode 66608 c. Zipcode 66080 d. Zipcode 72459 e. None of the above,a,e
Query: Select all options that are southeast of La Salle County Texas? You may choose one or more options. Options: a. Duval County Texas b. Frio County Texas c. Zipcode 78045 d. Zipcode 78072 e. None of the above,e,e
Query: Select all options that are west of Gwinnett County Georgia? You may choose one or more options. Options: a. Zipcode 30349 b. Zipcode 30041 c. Zipcode 30083 d. The State of Georgia e. None of the above,e,e
Query: Select all options that are adjacent to and southeast of Missaukee County Michigan? You may choose one or more options. Options: a. Gr b. Crawford County Michigan c. Zipcode 49649 d. Zipcode 49738 e. None of the above,a,e
Query: Select all options that are adjacent to and southwest of Hanover County Virginia? You may choose one or more options. Options: a. Zipcode 23063 b. Zipcode 23030 c. Zipcode 23227 d. Zipcode 23102 e. None of the above,e,e
Query: Select all options that are inside of New Hanover County North Carolina? You may choose one or more options. Options: a. The State of North Carolina b. Zipcode 28403 c. Bladen County North Carolina d. Zipcode 28409 e. None of the above,a,"a,b,d"
Query: Select all options that are adjacent to and north of Zipcode 30667? You may choose one or more options. Options: a. Zipcode 30630 b. Zipcode 30669 c. Zipcode 30642 d. Zipcode 30605 e. None of the above,b,e
Query: Select all options that are adjacent to and northwest of Plymouth County Iowa? You may choose one or more options. Options: a. Zipcode 51012 b. Zipcode 51048 c. Zipcode 51027 d. Woodbury County Iowa e. None of the above,"b,d","d,e"
Query: Select all options that are adjacent to and southeast of Zipcode 21657? You may choose one or more options. Options: a. Zipcode 21617 b. Zipcode 21629 c. Zipcode 21625 d. Zipcode 21660 e. None of the above,a,e
Query: Select all options that are northwest of Woodford County Kentucky? You may choose one or more options. Options: a. Zipcode 40475 b. Madison County Kentucky c. Zipcode 40339 d. Zipcode 40444 e. None of the above,"a,b,c,d",e
Query: Select all options that are adjacent to and west of McCracken County Kentucky? You may choose one or more options. Options: a. The State of Kentucky b. Zipcode 42003 c. Mississippi County Missouri d. Zipcode 42047 e. None of the above,e,e
Query: Select all options that are adjacent to and southeast of Zipcode 44310? You may choose one or more options. Options: a. Zipcode 44305 b. Zipcode 44307 c. Zipcode 44313 d. Zipcode 44302 e. None of the above,e,e
Query: Select all options that are northeast of Plumas County California? You may choose one or more options. Options: a. Zipcode 95938 b. Zipcode 95930 c. Zipcode 96124 d. Zipcode 95941 e. None of the above,"a,b,d","a,d,e"
Query: Select all options that are adjacent to and west of Zipcode 59050? You may choose one or more options. Options: a. Zipcode 82838 b. Zipcode 82431 c. Zipcode 59016 d. Zipcode 59031 e. None of the above,c,e
Query: Select all options that are adjacent to and north of Kittson County Minnesota? You may choose one or more options. Options: a. Zipcode 58271 b. Zipcode 56720 c. Zipcode 58216 d. Zipcode 56726 e. None of the above,e,e
Query: Select all options that are adjacent to and south of Zipcode 44826? You may choose one or more options. Options: a. Zipcode 44857 b. Zipcode 44846 c. Zipcode 44851 d. Zipcode 44889 e. None of the above,e,e
Query: Select all options that are adjacent to and north of Zipcode 68059? You may choose one or more options. Options: a. Zipcode 68138 b. Zipcode 68016 c. Zipcode 68003 d. Zipcode 68028 e. None of the above,e,e
Query: Select all options that are adjacent to and north of Martin County Florida? You may choose one or more options. Options: a. Highl b. Zipcode 33408 c. Hendry County Florida d. Zipcode 34997 e. None of the above,e,e
Query: Select all options that are adjacent to and west of The State of Texas? You may choose one or more options. Options: a. Zipcode 79905 b. Zipcode 73036 c. Zipcode 78734 d. Zipcode 73038 e. None of the above,e,e
Query: Select all options that are adjacent to and west of Zipcode 80543? You may choose one or more options. Options: a. Zipcode 80623 b. Zipcode 80651 c. Zipcode 80645 d. Zipcode 80534 e. None of the above,c,e
Query: Select all options that are adjacent to and north of Zipcode 01852? You may choose one or more options. Options: a. Zipcode 01862 b. Zipcode 01824 c. Zipcode 01876 d. Zipcode 01826 e. None of the above,a,e
Query: Select all options that are adjacent to and south of Zipcode 66041? You may choose one or more options. Options: a. Zipcode 66060 b. Zipcode 66424 c. Zipcode 66017 d. Zipcode 66008 e. None of the above,c,e
Query: Select all options that are adjacent to and north of Zipcode 77590? You may choose one or more options. Options: a. Zipcode 77539 b. Zipcode 77591 c. Zipcode 77563 d. Zipcode 77568 e. None of the above,e,"b,e"
Query: Select all options that are adjacent to and south of Zipcode 62959? You may choose one or more options. Options: a. Zipcode 62987 b. Zipcode 62951 c. Zipcode 62841 d. Zipcode 62974 e. None of the above,b,e
Query: Select all options that are inside of Bronx County New York? You may choose one or more options. Options: a. Zipcode 10459 b. Zipcode 07648 c. Zipcode 10009 d. Zipcode 10012 e. None of the above,e,"a,c,d"
Query: Select all options that are adjacent to and east of Albemarle County Virginia? You may choose one or more options. Options: a. Zipcode 22931 b. Zipcode 23123 c. Zipcode 22980 d. Augusta County Virginia e. None of the above,"c,d",e
Query: Select all options that intersect with The State of Indiana? You may choose one or more options. Options: a. Zipcode 46978 b. Zipcode 42303 c. Zipcode 46946 d. Zipcode 46115 e. None of the above,e,"c,d"
Query: Select all options that are adjacent to and south of The State of Illinois? You may choose one or more options. Options: a. Zipcode 53566 b. Zipcode 53511 c. Zipcode 53520 d. Zipcode 53541 e. None of the above,"a,b,c,d",e
Query: Select all options that are north of Dorchester County South Carolina? You may choose one or more options. Options: a. Zipcode 29410 b. Zipcode 29163 c. Orangeburg County South Carolina d. Zipcode 29479 e. None of the above,e,e
Query: Select all options that are adjacent to and east of The State of Ohio? You may choose one or more options. Options: a. Zipcode 46788 b. Zipcode 46773 c. Zipcode 49262 d. Zipcode 46772 e. None of the above,"a,b,d",e
Query: Select all options that are adjacent to and east of Gratiot County Michigan? You may choose one or more options. Options: a. Zipcode 48865 b. Zipcode 48884 c. Zipcode 48891 d. Montcalm County Michigan e. None of the above,"c,d",e
Query: Select all options that are west of Zipcode 95248? You may choose one or more options. Options: a. Zipcode 95255 b. Zipcode 95224 c. Zipcode 95223 d. Zipcode 95245 e. None of the above,c,e
Query: Select all options that are adjacent to and south of The State of Wisconsin? You may choose one or more options. Options: a. Zipcode 49947 b. Zipcode 49969 c. Zipcode 49938 d. Zipcode 49968 e. None of the above,"a,b,c,d",e
Query: Select all options that are northeast of Hendry County Florida? You may choose one or more options. Options: a. Zipcode 33909 b. Zipcode 34103 c. DeSoto County Florida d. Zipcode 33976 e. None of the above,b,"b,e"
Query: Select all options that are west of Monroe County Mississippi? You may choose one or more options. Options: a. Zipcode 35592 b. Zipcode 35544 c. Zipcode 35576 d. Zipcode 39705 e. None of the above,"a,b","d,e"
Query: Select all options that are southwest of Pitkin County Colorado? You may choose one or more options. Options: a. Summit County Colorado b. Zipcode 81225 c. Zipcode 80461 d. Chaffee County Colorado e. None of the above,a,e
Query: Select all options that are adjacent to and northeast of The State of Pennsylvania? You may choose one or more options. Options: a. Zipcode 26508 b. Zipcode 14804 c. Zipcode 21536 d. Zipcode 26541 e. None of the above,"a,c,d",e
Query: Select all options that are adjacent to and south of Zipcode 60026? You may choose one or more options. Options: a. Zipcode 60025 b. Zipcode 60090 c. Zipcode 60016 d. Zipcode 60062 e. None of the above,d,"a,e"
Query: Select all options that are northeast of Zipcode 84403? You may choose one or more options. Options: a. Zipcode 84317 b. Zipcode 84404 c. Zipcode 84405 d. Zipcode 84040 e. None of the above,e,"b,c"
Query: Select all options that are adjacent to and northeast of Zipcode 95821? You may choose one or more options. Options: a. Zipcode 95608 b. Zipcode 95841 c. Zipcode 95838 d. Zipcode 95815 e. None of the above,e,"b,c"
Query: Select all options that are northeast of The State of Mississippi? You may choose one or more options. Options: a. Zipcode 70777 b. Zipcode 70776 c. Zipcode 70770 d. Zipcode 70809 e. None of the above,"a,b,c,d",e
Query: Select all options that are adjacent to and north of Virginia Beach city Virginia? You may choose one or more options. Options: a. Zipcode 23503 b. Zipcode 23435 c. Zipcode 27950 d. Currituck County North Carolina e. None of the above,"c,d",e
Query: Select all options that are west of Hartford County Connecticut? You may choose one or more options. Options: a. Zipcode 01222 b. Zipcode 06232 c. Zipcode 06002 d. Zipcode 06111 e. None of the above,b,"b,c,d"
Query: Select all options that are south of Montgomery County Tennessee? You may choose one or more options. Options: a. Zipcode 42266 b. Zipcode 37015 c. Todd County Kentucky d. Zipcode 37191 e. None of the above,a,"c,e"
Query: Select all options that are southwest of Zipcode 75965? You may choose one or more options. Options: a. Zipcode 75962 b. Zipcode 75975 c. Zipcode 75961 d. Zipcode 75681 e. None of the above,b,"a,e"
Query: Select all options that are southeast of Zipcode 72583? You may choose one or more options. Options: a. Zipcode 65775 b. Zipcode 65626 c. Zipcode 72531 d. Zipcode 72578 e. None of the above,e,e
Query: Select all options that are northeast of Zipcode 65711? You may choose one or more options. Options: a. Zipcode 65660 b. Zipcode 65702 c. Zipcode 65608 d. Zipcode 65717 e. None of the above,"b,c","d,e"
Query: Select all options that are adjacent to and southwest of Zipcode 75417? You may choose one or more options. Options: a. Zipcode 75487 b. Zipcode 75426 c. Zipcode 75550 d. Zipcode 75436 e. None of the above,b,e
Query: Select all options that are northeast of Zipcode 66030? You may choose one or more options. Options: a. Zipcode 66061 b. Zipcode 66062 c. Zipcode 66031 d. Zipcode 66083 e. None of the above,e,e
Query: Select all options that are west of Somerset County Maryland? You may choose one or more options. Options: a. Zipcode 21864 b. Zipcode 22539 c. Zipcode 23308 d. Zipcode 23416 e. None of the above,a,e
Query: Select all options that are west of Clark County Arkansas? You may choose one or more options. Options: a. Zipcode 71725 b. Zipcode 71763 c. Zipcode 71943 d. Zipcode 72104 e. None of the above,a,e
Query: Select all options that are southeast of The State of North Carolina? You may choose one or more options. Options: a. Zipcode 27843 b. Zipcode 28611 c. Zipcode 30573 d. Zipcode 28781 e. None of the above,e,e
Query: Select all options that are adjacent to and west of Zipcode 78729? You may choose one or more options. Options: a. Zipcode 78717 b. Zipcode 78759 c. Zipcode 78750 d. Zipcode 78728 e. None of the above,d,"d,e"
Query: Select all options that are adjacent to and northwest of The State of Montana? You may choose one or more options. Options: a. Zipcode 58651 b. Zipcode 82423 c. Zipcode 59841 d. The State of Wyoming e. None of the above,"b,d","c,e"
Query: Select all options that are adjacent to and west of Stoddard County Missouri? You may choose one or more options. Options: a. Zipcode 63944 b. Zipcode 63738 c. Zipcode 63933 d. Zipcode 63750 e. None of the above,e,e
Query: Select all options that are southwest of Zipcode 64643? You may choose one or more options. Options: a. Zipcode 64664 b. Zipcode 64682 c. Zipcode 64633 d. Zipcode 64659 e. None of the above,d,e
Query: Select all options that are adjacent to and northwest of The State of Arkansas? You may choose one or more options. Options: a. Zipcode 71670 b. Zipcode 38740 c. Zipcode 38725 d. Zipcode 71250 e. None of the above,"b,c,d",e
Query: Select all options that are west of Bay County Michigan? You may choose one or more options. Options: a. Zipcode 48755 b. Zipcode 48735 c. Zipcode 48603 d. Zipcode 48720 e. None of the above,"a,b,d",e
Query: Select all options that are adjacent to and west of Zipcode 35805? You may choose one or more options. Options: a. Zipcode 35801 b. Zipcode 35806 c. Zipcode 35808 d. Zipcode 35802 e. None of the above,a,"a,e"
Query: Select all options that are adjacent to and southwest of Vermilion Parish Louisiana? You may choose one or more options. Options: a. Zipcode 70591 b. Zipcode 70503 c. Zipcode 70578 d. Zipcode 70508 e. None of the above,"b,d",e
Query: Select all options that are southwest of Zipcode 68954? You may choose one or more options. Options: a. Zipcode 68944 b. Zipcode 68980 c. Zipcode 68901 d. Zipcode 68818 e. None of the above,d,e
Query: Select all options that are adjacent to and west of Zipcode 76645? You may choose one or more options. Options: a. Zipcode 76636 b. Zipcode 76634 c. Zipcode 76676 d. Zipcode 76670 e. None of the above,e,"a,b"
Query: Select all options that are adjacent to and southwest of Zipcode 48658? You may choose one or more options. Options: a. Zipcode 48613 b. Zipcode 48610 c. Zipcode 48650 d. Zipcode 48659 e. None of the above,e,e
Query: Select all options that are northeast of Zipcode 22310? You may choose one or more options. Options: a. Zipcode 22315 b. Zipcode 22079 c. Zipcode 22314 d. Zipcode 22312 e. None of the above,b,"a,e"
Query: Select all options that are north of Los Angeles County California? You may choose one or more options. Options: a. Zipcode 91210 b. Zipcode 92657 c. Zipcode 91607 d. Zipcode 90742 e. None of the above,d,e
Query: Select all options that intersect with Fairfield County South Carolina? You may choose one or more options. Options: a. Zipcode 29016 b. Zipcode 29055 c. Zipcode 29130 d. Zipcode 29180 e. None of the above,"a,b,c,d","a,b,c,d"
Query: Select all options that are northwest of Essex County New Jersey? You may choose one or more options. Options: a. Zipcode 07305 b. Zipcode 10302 c. Richmond County New York d. Zipcode 10304 e. None of the above,"a,b,c,d",e
Query: Select all options that are adjacent to and north of Calhoun County Illinois? You may choose one or more options. Options: a. Saint Charles County Missouri b. Zipcode 62022 c. Zipcode 63138 d. Zipcode 63334 e. None of the above,a,e
Query: Select all options that are inside of The State of Mississippi? You may choose one or more options. Options: a. Zipcode 38746 b. Zipcode 39730 c. Zipcode 39669 d. Zipcode 38924 e. None of the above,"a,b,c,d","a,b,c,d"
Query: Select all options that are northeast of Dickinson County Kansas? You may choose one or more options. Options: a. Zipcode 67456 b. Riley County Kansas c. Zipcode 67441 d. Zipcode 67483 e. None of the above,a,e
Query: Select all options that are adjacent to and northwest of Zipcode 60154? You may choose one or more options. Options: a. Zipcode 60523 b. Zipcode 60126 c. Zipcode 60526 d. Zipcode 60162 e. None of the above,c,e
Query: Select all options that intersect with Cook County Illinois? You may choose one or more options. Options: a. Zipcode 60101 b. Zipcode 46304 c. Zipcode 60466 d. Zipcode 60165 e. None of the above,c,"a,c,d"
Query: Select all options that are east of Zipcode 12093? You may choose one or more options. Options: a. Zipcode 13757 b. Zipcode 13750 c. Zipcode 12076 d. Zipcode 12194 e. None of the above,a,e
Query: Select all options that are southeast of Zipcode 64040? You may choose one or more options. Options: a. Zipcode 64011 b. Zipcode 64747 c. Zipcode 64061 d. Zipcode 64070 e. None of the above,d,e
Query: Select all options that are west of Choctaw County Alabama? You may choose one or more options. Options: a. Zipcode 39367 b. Zipcode 36783 c. Zipcode 36913 d. Wilcox County Alabama e. None of the above,"b,d","d,e"
Query: Select all options that are adjacent to and east of Zipcode 78577? You may choose one or more options. Options: a. Zipcode 78503 b. Zipcode 78542 c. Zipcode 78516 d. Zipcode 78557 e. None of the above,a,e
Query: Select all options that are adjacent to and northeast of Zipcode 60018? You may choose one or more options. Options: a. Zipcode 60634 b. Zipcode 60131 c. Zipcode 60714 d. Zipcode 60656 e. None of the above,e,e
Query: Select all options that are inside of The State of New Jersey? You may choose one or more options. Options: a. Zipcode 07029 b. Zipcode 10016 c. Zipcode 07208 d. Zipcode 19422 e. None of the above,"a,c","a,c"
Query: Select all options that are adjacent to and southeast of Zipcode 35476? You may choose one or more options. Options: a. Zipcode 35401 b. Zipcode 35406 c. Zipcode 35473 d. Zipcode 35452 e. None of the above,d,e
Query: Select all options that are adjacent to and southwest of The State of Pennsylvania? You may choose one or more options. Options: a. Zipcode 16132 b. Zipcode 19607 c. Zipcode 16693 d. Zipcode 16334 e. None of the above,e,e
Query: Select all options that are northeast of Accomack County Virginia? You may choose one or more options. Options: a. Zipcode 23021 b. Zipcode 23025 c. Zipcode 23050 d. Zipcode 23480 e. None of the above,"a,b","c,e"
Query: Select all options that are adjacent to and east of Zipcode 71961? You may choose one or more options. Options: a. Zipcode 72926 b. Zipcode 71960 c. Zipcode 72950 d. Zipcode 71965 e. None of the above,e,"b,e"
Query: Select all options that are adjacent to and north of Zipcode 68102? You may choose one or more options. Options: a. Zipcode 68178 b. Zipcode 68108 c. Zipcode 68131 d. Zipcode 68110 e. None of the above,b,"b,c"
Query: Select all options that are north of Clarke County Virginia? You may choose one or more options. Options: a. Zipcode 21716 b. The State of West Virginia c. Zipcode 20184 d. Zipcode 20144 e. None of the above,d,e
Query: Select all options that are adjacent to and east of Zipcode 32780? You may choose one or more options. Options: a. Zipcode 32953 b. Zipcode 32754 c. Zipcode 32926 d. Zipcode 32927 e. None of the above,e,e
Query: Select all options that are northwest of Zipcode 08610? You may choose one or more options. Options: a. Zipcode 08515 b. Zipcode 08505 c. Zipcode 08691 d. Zipcode 08609 e. None of the above,a,e
Query: Select all options that are adjacent to and north of Floyd County Indiana? You may choose one or more options. Options: a. Zipcode 40258 b. Meade County Kentucky c. Zipcode 40071 d. Spencer County Kentucky e. None of the above,a,e
Query: Select all options that are adjacent to and northeast of Zipcode 62694? You may choose one or more options. Options: a. Zipcode 62050 b. Zipcode 62352 c. Zipcode 62340 d. Zipcode 62650 e. None of the above,a,e
Query: Select all options that are adjacent to and southwest of Zipcode 68729? You may choose one or more options. Options: a. Zipcode 68724 b. Zipcode 68764 c. Zipcode 68765 d. Zipcode 68786 e. None of the above,e,e
Query: Select all options that are southwest of Wake County North Carolina? You may choose one or more options. Options: a. Zipcode 27615 b. Zipcode 27569 c. Zipcode 27525 d. Zipcode 27816 e. None of the above,"c,d",e
Query: Select all options that are adjacent to and north of Zipcode 93702? You may choose one or more options. Options: a. Zipcode 93703 b. Zipcode 93727 c. Zipcode 93725 d. Zipcode 93701 e. None of the above,c,"a,e"
Query: Select all options that are adjacent to and south of Zipcode 38838? You may choose one or more options. Options: a. Zipcode 38847 b. Zipcode 38859 c. Zipcode 35593 d. Zipcode 38827 e. None of the above,e,"a,e"
Query: Select all options that are adjacent to and southeast of Zipcode 26623? You may choose one or more options. Options: a. Zipcode 26636 b. Zipcode 26601 c. Zipcode 25063 d. Zipcode 26638 e. None of the above,a,"a,e"
Query: Select all options that are adjacent to and south of The State of Iowa? You may choose one or more options. Options: a. Zipcode 56036 b. Zipcode 56051 c. Zipcode 52217 d. Zipcode 62336 e. None of the above,"a,b",e
Query: Select all options that are adjacent to and west of Zipcode 32713? You may choose one or more options. Options: a. Zipcode 32776 b. Zipcode 32720 c. Zipcode 32725 d. Zipcode 32724 e. None of the above,c,"d,e"
Query: Select all options that are northwest of Newton County Indiana? You may choose one or more options. Options: a. Lake County Indiana b. The State of Illinois c. White County Indiana d. Zipcode 47946 e. None of the above,e,"a,c"
Query: Select all options that are adjacent to and west of Zipcode 31622? You may choose one or more options. Options: a. Zipcode 31798 b. Zipcode 31639 c. Zipcode 31650 d. Zipcode 31774 e. None of the above,c,e
Query: Select all options that are adjacent to and southwest of Zipcode 57066? You may choose one or more options. Options: a. Zipcode 57063 b. Zipcode 57376 c. Zipcode 57062 d. Zipcode 57059 e. None of the above,d,"c,e"
Query: Select all options that are southeast of Zipcode 91803? You may choose one or more options. Options: a. Zipcode 91755 b. Zipcode 90032 c. Zipcode 90042 d. Zipcode 91801 e. None of the above,c,e
Query: Select all options that are adjacent to and northeast of Zipcode 35136? You may choose one or more options. Options: a. Zipcode 35046 b. Zipcode 36091 c. Zipcode 36026 d. Zipcode 35089 e. None of the above,b,e
Query: Select all options that are adjacent to and southeast of Wood County Ohio? You may choose one or more options. Options: a. Zipcode 43569 b. Zipcode 43457 c. Zipcode 43437 d. Zipcode 43522 e. None of the above,e,e
Query: Select all options that are adjacent to and north of Lyon County Nevada? You may choose one or more options. Options: a. Churchill County Nevada b. Zipcode 93517 c. Mono County California d. Zipcode 89702 e. None of the above,"b,c","a,e"
Query: Select all options that are adjacent to and southwest of Zipcode 61369? You may choose one or more options. Options: a. Zipcode 61358 b. Zipcode 61541 c. Zipcode 61570 d. Zipcode 61760 e. None of the above,e,e
Query: Select all options that are adjacent to and east of Maries County Missouri? You may choose one or more options. Options: a. Zipcode 65582 b. Phelps County Missouri c. Zipcode 65013 d. Zipcode 65550 e. None of the above,e,"b,e"
Query: Select all options that are adjacent to and southeast of Zipcode 61373? You may choose one or more options. Options: a. Zipcode 61301 b. Zipcode 61350 c. Zipcode 61372 d. Zipcode 61348 e. None of the above,c,"c,e"
Query: Select all options that are adjacent to and east of Zipcode 61483? You may choose one or more options. Options: a. Zipcode 61489 b. Zipcode 61345 c. Zipcode 61451 d. Zipcode 61421 e. None of the above,e,e
Query: Select all options that are northeast of Zipcode 17111? You may choose one or more options. Options: a. Zipcode 17109 b. Zipcode 17110 c. Zipcode 17104 d. Zipcode 17070 e. None of the above,d,"a,e"
